"","client_nr","yearmonth","total_nr_trx","nr_debit_trx","volume_debit_trx","nr_credit_trx","volume_credit_trx","min_balance","max_balance","CRG"
"398",13,"201502",96,52,3770954,44,3695822,-7700097,204515,"4"
"399",13,"201503",147,98,3989493,49,4016577,-7560246,113331,"4"
"400",13,"201504",154,106,4841775,48,4880466,-7747413,165574,"4"
"401",13,"201505",112,70,3147053,42,3497900,-7522821,65641,"4"
"402",13,"201506",138,88,4336819,50,4070324,-7641143,149446,"4"
"403",13,"201507",128,82,2685181,46,2648766,-7780770,128484,"4"
"404",13,"201508",108,69,2734633,39,2706114,-7683193,137869,"4"
"405",13,"201509",132,84,3426181,48,3336291,-7636832,137989,"4"
"406",13,"201510",126,84,3169447,42,3263785,-7624003,146302,"4"
"407",13,"201511",109,67,3486724,42,3451358,-7788820,190003,"4"
"408",13,"201512",123,80,3576198,43,3675292,-7665619,170003,"4"
"409",13,"201601",117,84,7124268,33,7399012,-7615148,142425,"4"
"410",13,"201602",105,57,3860807,48,3924820,-7641236,144048,"4"
"411",13,"201603",129,83,4431522,46,4025021,-7523952,115645,"4"
"412",13,"201604",108,68,2888060,40,2986095,-7830390,164773,"4"
"413",13,"201605",124,81,2055945,43,1867707,-7615251,126173,"4"
"414",13,"201606",78,41,2189960,37,2256287,-7570971,118727,"4"
"415",13,"201607",107,63,2992923,44,2950727,-7813869,140171,"4"
"416",13,"201608",137,97,4081760,40,4062266,-7650609,200573,"4"
"417",14,"201401",116,35,10073375,81,7553676,271051,23050807,"1"
"418",14,"201402",100,29,4096812,71,5582144,1699423,4925874,"1"
"419",14,"201403",112,33,8810876,79,9202357,1635912,4764322,"1"
"420",14,"201404",133,41,9033123,92,7671769,271518,6228170,"1"
"421",14,"201405",130,47,8040562,83,8485395,2013345,5482774,"1"
"422",14,"201406",117,31,9184196,86,10710459,2230135,7434272,"1"
"423",14,"201407",138,44,5495328,94,6751319,271991,6984846,"1"
"424",14,"201408",114,30,8638320,84,7260506,2424966,8507126,"1"
"425",14,"201409",130,42,8070894,88,11009456,2649227,7419332,"1"
"426",14,"201410",126,40,8387853,86,8912468,272401,7895890,"1"
"427",14,"201411",101,28,7775150,73,6644835,3201483,7572758,"1"
"428",14,"201412",126,37,11775021,89,11625768,1918311,8558901,"1"
"429",14,"201501",114,30,11030280,84,8886350,272710,23406106,"1"
"430",14,"201502",99,37,5209658,62,5865069,1832547,5919598,"1"
"431",14,"201503",115,32,8867303,83,9352574,1791845,7490231,"1"
"432",14,"201504",133,38,9922817,95,8866670,272945,7215909,"1"
"433",14,"201505",104,33,7520258,71,7127638,1471850,6294350,"1"
"434",14,"201506",140,50,10176796,90,10847520,1967560,6999645,"1"
"435",14,"201507",114,29,5364370,85,4909898,273296,5518711,"1"
"436",14,"201508",112,33,6103259,79,6442075,1748934,5643867,"1"
"437",14,"201509",110,32,4245535,78,9571858,2958620,9188506,"1"
"438",14,"201510",131,45,12558038,86,9352511,273606,9982291,"1"
"439",14,"201511",101,33,5947907,68,8072682,5055202,8439978,"1"
"440",14,"201512",116,36,8993876,80,10409097,2269982,9007059,"1"
"441",14,"201601",110,40,8084898,70,5930182,273882,23694161,"1"
"442",14,"201602",111,37,8382600,74,5827548,1893373,6436487,"1"
"443",14,"201603",108,38,8284781,70,7685586,2209866,5661249,"1"
"444",14,"201604",104,36,4292182,68,7708763,274063,7576597,"1"
"445",14,"201605",115,34,10333901,81,7164934,2687421,8383759,"1"
"446",14,"201606",132,38,7745681,94,13015917,1971524,9548885,"1"
"447",14,"201607",124,44,8831038,80,5930047,274154,8705687,"1"
"448",14,"201608",107,26,3393184,81,6020946,4865725,8406638,"1"
"449",15,"201401",166,121,7981259,45,8744035,-25785932,466378,"5"
"450",15,"201402",131,92,5753616,39,6789602,-25170238,584118,"5"
"451",15,"201403",192,137,10824888,55,10243777,-25087257,701892,"5"
"452",15,"201404",178,137,7528184,41,6537681,-25714849,1028980,"5"
"453",15,"201405",155,114,4362861,41,5225537,-25795353,1047685,"5"
"454",15,"201406",149,111,7596864,38,7143873,-25607600,862685,"5"
"455",15,"201407",101,73,4829584,28,4460797,-25605848,445642,"5"
"456",15,"201408",142,101,5572818,41,5733308,-24958020,122956,"5"
"457",15,"201409",182,117,10367975,65,13027425,-24945823,471681,"5"
"458",15,"201410",187,142,9629012,45,7561978,-25073233,833616,"5"
"459",15,"201411",172,120,6862102,52,8161518,-25163954,842735,"5"
"460",15,"201412",158,113,9352587,45,8270106,-24907158,658387,"5"
"461",15,"201501",154,104,8550554,50,7969592,-25095266,798387,"5"
"462",15,"201502",148,102,5472022,46,5050746,-25215506,283216,"5"
"463",15,"201503",191,142,9941360,49,11959219,-25325476,589545,"5"
"464",15,"201504",188,136,8332377,52,6581272,-25744566,742267,"5"
"465",15,"201505",164,118,4291564,46,6040452,-25305982,739870,"5"
"466",15,"201506",160,115,7167932,45,6234921,-25260356,872574,"5"
"467",15,"201507",131,93,4911702,38,4264386,-25712224,1126711,"5"
"468",15,"201508",138,98,6092631,40,6668767,-25804730,940381,"5"
"469",15,"201509",156,108,8871551,48,8578448,-25345793,604747,"5"
"470",15,"201510",154,107,8461021,47,8145551,-25618734,469369,"5"
"471",15,"201511",177,123,7964707,54,7914150,-25141585,445042,"5"
"472",15,"201512",161,114,6569838,47,6710962,-25221874,471073,"5"
"473",15,"201601",188,130,7235995,58,7616069,-25213288,454990,"5"
"474",15,"201602",199,154,8116097,45,7394237,-25315810,537991,"5"
"475",15,"201603",187,136,8568495,51,8371752,-25615269,616422,"5"
"476",15,"201604",154,112,5677864,42,6599479,-25998751,682042,"5"
"477",15,"201605",154,111,6600879,43,5855346,-25276288,497042,"5"
"478",15,"201606",163,114,6202299,49,7741164,-24921154,573075,"5"
"479",15,"201607",130,92,5053387,38,4295345,-24846522,702996,"5"
"480",15,"201608",131,92,6220601,39,5332247,-25608563,709081,"5"
"481",16,"201401",249,79,11697905,170,11252626,-225501,53460670,"NULL"
"482",16,"201402",268,88,10190401,180,9790683,-13099,51560670,"NULL"
"483",16,"201403",282,101,9984884,181,9565182,-14748,2630398,"NULL"
"484",16,"201404",300,112,15449504,188,13761177,2935,50560670,"NULL"
"485",16,"201405",289,91,9560264,198,10482923,-28945,2504798,"NULL"
"486",16,"201406",316,108,15710263,208,13436941,2935,48060670,"NULL"
"487",16,"201407",334,115,14442153,219,13091455,2935,46560670,"NULL"
"488",16,"201408",216,69,6714328,147,8017525,390819,3898935,"NULL"
"489",16,"201409",274,91,10221733,183,8397429,-18206,3216319,"NULL"
"490",16,"201410",326,111,12817187,215,11667872,2935,45060670,"NULL"
"491",16,"201411",286,83,8412522,203,9365942,147852,2875250,"NULL"
"492",16,"201412",371,128,12851113,243,13410491,43090,4453665,"NULL"
"493",16,"201501",239,65,7666377,174,9274451,5963,45793484,"NULL"
"494",16,"201502",279,90,8518234,189,7650776,1125121,3656896,"NULL"
"495",16,"201503",300,116,15174258,184,12177868,2935,44293484,"NULL"
"496",16,"201504",279,98,10646733,181,10211499,15383,3336529,"NULL"
"497",16,"201505",258,69,6416900,189,9071326,-28146,3074244,"NULL"
"498",16,"201506",304,112,16900551,192,13822109,2935,43093484,"NULL"
"499",16,"201507",315,102,9599771,213,10212113,32330,3704491,"NULL"
"500",16,"201508",230,90,8905494,140,8815113,1026674,4100940,"NULL"
"501",16,"201509",252,78,9016086,174,8062186,64317,3543555,"NULL"
"502",16,"201510",264,79,6925560,185,7586918,257885,2157149,"NULL"
"503",16,"201511",300,109,13269768,191,12643773,2935,42093484,"NULL"
"504",16,"201512",302,95,12053082,207,14191193,83027,6938218,"NULL"
"505",16,"201601",252,81,8555164,171,8638163,6012,42625942,"NULL"
"506",16,"201602",294,102,10152148,192,7986909,476155,3979936,"NULL"
"507",16,"201603",319,106,9332676,213,8411956,6574,3853353,"NULL"
"508",16,"201604",254,84,10407972,170,10483069,2935,41625942,"NULL"
"509",16,"201605",352,114,18973267,238,15844484,2935,40125942,"NULL"
"510",16,"201606",277,96,12700647,181,11421824,2935,38125942,"NULL"
"511",16,"201607",293,75,7417468,218,9681684,68093,3434295,"NULL"
"512",16,"201608",274,106,11584029,168,9220455,80465,2983389,"NULL"
"513",17,"201401",247,102,133749104,145,94658980,-466,111601329,"NULL"
"514",17,"201402",231,129,79206625,102,58229398,-595,60000000,"NULL"
"515",17,"201403",244,135,79020568,109,63348646,-634,40000000,"NULL"
"516",17,"201404",268,147,45586843,121,52099793,-1398,40000000,"NULL"
"517",17,"201405",225,111,34154417,114,43036845,-603,50000000,"NULL"
"518",17,"201406",205,84,30446129,121,44965059,-532,60000000,"NULL"
"519",17,"201407",189,70,26938038,119,35807470,-1231,70000000,"NULL"
"520",17,"201408",204,99,76747029,105,65166894,0,60000000,"NULL"
"521",17,"201409",239,120,39625667,119,31316133,-634,18316277,"NULL"
"522",17,"201410",239,108,30459430,131,41354161,-1632,57500000,"NULL"
"523",17,"201411",189,83,52266411,106,61718032,-564,80000000,"NULL"
"524",17,"201412",266,121,44150789,145,70759586,-548,100000000,"NULL"
"525",17,"201501",173,87,25126951,86,30772015,-932,105000000,"NULL"
"526",17,"201502",162,83,39200560,79,28310863,-591,100000000,"NULL"
"527",17,"201503",235,134,56625327,101,52946356,-621,90000000,"NULL"
"528",17,"201504",207,122,35932506,85,40859301,-1165,100000000,"NULL"
"529",17,"201505",159,72,20587606,87,28896207,-591,14887906,"NULL"
"530",17,"201506",214,111,42018436,103,55300444,-606,120000000,"NULL"
"531",17,"201507",172,84,18430980,88,24594572,-1165,13075682,"NULL"
"532",17,"201508",198,119,28637372,79,21319644,-591,121800000,"NULL"
"533",17,"201509",198,109,54521021,89,53419398,-606,110000000,"NULL"
"534",17,"201510",186,93,23894448,93,29085150,-932,17608142,"NULL"
"535",17,"201511",185,99,37063457,86,45682379,-614,125000000,"NULL"
"536",17,"201512",241,121,44610589,120,60374555,-582,145000000,"NULL"
"537",17,"201601",177,93,26103644,84,29232067,-932,150000000,"NULL"
"538",17,"201602",173,97,79960130,76,62493653,-614,140000000,"NULL"
"539",17,"201603",204,119,27717981,85,29295589,-637,15567066,"NULL"
"540",17,"201604",179,102,31640753,77,32242649,1484084,15190113,"NULL"
"541",17,"201605",184,92,36142201,92,49681222,-606,145000000,"NULL"
"542",17,"201606",186,88,204768649,98,159971334,-614,120000000,"NULL"
"543",17,"201607",192,110,26352395,82,23147136,-723,17290464,"NULL"
"544",17,"201608",177,94,28092315,83,28199618,-582,13290483,"NULL"
"545",18,"201401",377,151,29266166,226,42693872,-27268875,5985640,"1"
"546",18,"201402",348,132,39093976,216,36613715,-23773852,5451836,"1"
"547",18,"201403",340,103,36932793,237,28760291,-31003799,5159387,"1"
"548",18,"201404",298,80,70944119,218,72347441,-51495305,5164268,"1"
"549",18,"201405",232,70,27722779,162,27097079,-26205139,2383638,"1"
"550",18,"201406",384,79,28811102,305,32814990,-26675058,1215194,"1"
"551",18,"201407",353,75,34464984,278,35572517,-25815218,908422,"1"
"552",18,"201408",360,117,42403374,243,39392457,-28149812,865244,"1"
"553",18,"201409",311,85,44274249,226,32676392,-33139669,1363436,"1"
"554",18,"201410",345,110,39167778,235,39000645,-33795218,2325151,"1"
"555",18,"201411",322,118,39666706,204,29175739,-37248792,2132064,"1"
"556",18,"201412",363,116,42526808,247,44634713,-36256054,3083124,"1"
"557",18,"201501",325,114,24424179,211,34610214,-33891085,3754442,"1"
"558",18,"201502",281,72,33691137,209,42861572,-28192945,4123505,"1"
"559",18,"201503",292,123,36462603,169,25083583,-30824806,3972924,"1"
"560",18,"201504",248,82,69660187,166,73392247,-57711260,2296561,"1"
"561",18,"201505",250,90,27432337,160,20934096,-35078150,1619493,"1"
"562",18,"201506",525,112,33973649,413,58596870,-30297506,1617680,"1"
"563",18,"201507",334,91,29759550,243,28903079,-19475636,1541159,"1"
"564",18,"201508",362,103,60130837,259,41344060,-29980358,1811565,"1"
"565",18,"201509",310,102,42264977,208,43868419,-31218487,11779971,"1"
"566",18,"201510",336,121,34571946,215,36896827,-29917233,6355498,"1"
"567",18,"201511",359,131,38400846,228,36797044,-30497601,6067708,"1"
"568",18,"201512",450,201,40839964,249,36155558,-30299219,1550472,"1"
"569",18,"201601",376,149,37379621,227,38309834,-28463931,1546777,"1"
"570",18,"201602",378,126,43341985,252,44639471,-27488754,2308771,"1"
"571",18,"201603",355,117,42517217,238,58796316,-29608640,4462827,"1"
"572",18,"201604",346,136,62290526,210,60509794,-33898332,1965172,"1"
"573",18,"201605",402,159,35649647,243,35506378,-19688440,1378654,"1"
"574",18,"201606",519,142,28479877,377,29510859,-18216870,963574,"1"
"575",18,"201607",442,143,31507303,299,31642365,-18982135,962075,"1"
"576",18,"201608",455,114,43657919,341,41385236,-23057251,960934,"1"
"577",19,"201401",213,147,12077456,66,8455353,1331668,28675560,"NULL"
"578",19,"201402",282,220,19366102,62,11992250,989861,15209631,"NULL"
"579",19,"201403",267,191,11113156,76,12030449,1358629,5940590,"NULL"
"580",19,"201404",221,145,6983941,76,12160166,1357930,28760055,"NULL"
"581",19,"201405",239,170,12997738,69,16479402,1375857,21248804,"NULL"
"582",19,"201406",238,163,7924982,75,11873022,1384825,12416569,"NULL"
"583",19,"201407",219,140,12622547,79,7468535,1383193,28845740,"NULL"
"584",19,"201408",235,170,11797294,65,7839451,1401120,6847558,"NULL"
"585",19,"201409",315,239,15556905,76,15047722,310507,18790868,"NULL"
"586",19,"201410",269,190,12583047,79,15560274,1409389,28927853,"NULL"
"587",19,"201411",212,143,8528098,69,11048325,1209516,9128049,"NULL"
"588",19,"201412",206,125,5845058,81,13351290,1218468,15194121,"NULL"
"589",19,"201501",218,144,16521540,74,6662192,1216836,29000548,"NULL"
"590",19,"201502",251,179,25369528,72,18016756,790215,16867886,"NULL"
"591",19,"201503",303,230,11385169,73,10714193,1243631,8528272,"NULL"
"592",19,"201504",231,153,11148279,78,11548623,1242932,29071842,"NULL"
"593",19,"201505",210,144,11018514,66,14328081,1260759,16889621,"NULL"
"594",19,"201506",212,126,32810238,86,28936878,1269677,20889621,"NULL"
"595",19,"201507",215,134,11698853,81,8516390,1268045,29139246,"NULL"
"596",19,"201508",262,190,14832438,72,11830645,611332,17909044,"NULL"
"597",19,"201509",267,196,12255994,71,11464888,-550,4969063,"NULL"
"598",19,"201510",277,195,13544418,82,16760466,-783,29200306,"NULL"
"599",19,"201511",228,155,15648675,73,16456864,98067,22931022,"NULL"
"600",19,"201512",220,144,9281815,76,10366112,97508,7859092,"NULL"
"601",19,"201601",217,153,18268325,64,10900461,95784,29154052,"NULL"
"602",19,"201602",272,201,57171407,71,40735887,95217,19154052,"NULL"
"603",19,"201603",264,194,14850220,70,12147226,94619,10887104,"NULL"
"604",19,"201604",257,186,9089436,71,11659878,93687,19194377,"NULL"
"605",19,"201605",218,143,7021109,75,15227658,92530,19432114,"NULL"
"606",19,"201606",203,133,7486073,70,9995454,91924,21918752,"NULL"
"607",19,"201607",219,147,13205758,72,8292533,90200,23116660,"NULL"
"608",19,"201608",286,203,11175839,83,9344317,89633,17621819,"NULL"
"609",20,"201401",70,49,7383097,21,10119093,-956064,13817200,"1"
"610",20,"201402",67,49,10519177,18,6819351,48884,3261924,"1"
"611",20,"201403",97,72,6259229,25,36068170,47775,30000000,"1"
"612",20,"201404",73,60,7259724,13,6455400,8827,30030930,"1"
"613",20,"201405",62,47,3498838,15,4513595,45557,13794033,"1"
"614",20,"201406",73,53,49247320,20,39587533,44448,23166427,"1"
"615",20,"201407",61,42,6103064,19,5331595,43339,30131557,"1"
"616",20,"201408",61,50,5636628,11,2978369,42230,3348628,"1"
"617",20,"201409",68,48,45056906,20,26548518,16274,20131557,"1"
"618",20,"201410",86,62,11844656,24,8958921,40012,10046664,"1"
"619",20,"201411",70,54,5131448,16,4570149,1608,3001681,"1"
"620",20,"201412",84,59,8195754,25,12307610,31697,10000000,"1"
"621",20,"201501",68,52,11742264,16,7765022,5230,10017634,"1"
"622",20,"201502",61,32,6230769,29,5677075,35526,11000000,"1"
"623",20,"201503",93,77,12106811,16,12169457,-20431,10800000,"1"
"624",20,"201504",82,53,15097470,29,11442013,33208,10817621,"1"
"625",20,"201505",75,51,29859519,24,27625263,32049,14000000,"1"
"626",20,"201506",82,55,10391879,27,14215900,30890,8500000,"1"
"627",20,"201507",75,53,5448001,22,7700854,29731,10509763,"1"
"628",20,"201508",75,55,23815537,20,13731810,-28669,11000000,"1"
"629",20,"201509",65,45,5562258,20,5409806,27413,3293921,"1"
"630",20,"201510",71,51,3513230,20,4652185,26254,2345135,"1"
"631",20,"201511",61,46,4169643,15,5121006,25095,2505197,"1"
"632",20,"201512",82,52,7781228,30,17584809,23936,5326433,"1"
"633",20,"201601",68,37,12808266,31,12542833,7224,7507911,"1"
"634",20,"201602",65,44,19289908,21,11289752,0,7513875,"1"
"635",20,"201603",51,35,4119482,16,3185205,20459,2415883,"1"
"636",20,"201604",57,36,4617761,21,6483406,1162,2726162,"1"
"637",20,"201605",68,45,4285292,23,8670964,0,5700000,"1"
"638",20,"201606",63,40,4924076,23,8010477,30844,9000000,"1"
"639",20,"201607",59,32,23400464,27,25526839,196971,11300000,"1"
"640",20,"201608",56,34,2962850,22,5377619,255601,7550367,"1"
"641",21,"201401",89,31,2723688,58,5397391,46797,50870624,"1"
"642",21,"201402",93,34,21631914,59,35007593,47544,21438834,"1"
"643",21,"201403",103,42,25329090,61,6665119,46996,11019519,"1"
"644",21,"201404",107,46,15641251,61,26029457,39841,10785832,"1"
"645",21,"201405",94,34,3872114,60,5012880,43613,10788836,"1"
"646",21,"201406",92,32,4198502,60,6866068,43081,12667383,"1"
"647",21,"201407",106,39,16436653,67,6833720,42097,12617323,"1"
"648",21,"201408",85,26,3891355,59,4088583,41580,12295246,"1"
"649",21,"201409",108,42,6405460,66,3455229,41071,10847178,"1"
"650",21,"201410",108,40,3199731,68,19205407,40246,15451708,"1"
"651",21,"201411",83,32,7106189,51,2980722,39729,15440474,"1"
"652",21,"201412",90,31,4577021,59,8068471,39220,13040090,"1"
"653",21,"201501",112,48,78759375,64,48627908,38395,51654729,"1"
"654",21,"201502",85,36,5586298,49,2682154,37789,13807071,"1"
"655",21,"201503",128,65,12745448,63,8158172,37230,11231770,"1"
"656",21,"201504",130,64,25204254,66,18667678,36275,25000000,"1"
"657",21,"201505",103,46,17153525,57,15521519,35669,20000000,"1"
"658",21,"201506",111,46,7100947,65,7354442,35071,8162477,"1"
"659",21,"201507",114,45,5261131,69,7166539,34037,11317046,"1"
"660",21,"201508",101,42,7856324,59,5109882,33470,12969861,"1"
"661",21,"201509",98,37,5352287,61,5621921,32911,10227315,"1"
"662",21,"201510",110,48,5415741,62,7594084,32036,12157303,"1"
"663",21,"201511",96,36,4444948,60,5308853,31469,13657870,"1"
"664",21,"201512",111,42,4065339,69,8851621,30910,16390920,"1"
"665",21,"201601",95,36,4477567,59,9081966,29955,20288309,"1"
"666",21,"201602",103,41,4984647,62,4225794,29388,17125228,"1"
"667",21,"201603",111,43,6679988,68,5397817,28829,17382437,"1"
"668",21,"201604",101,42,14037515,59,15413847,28513,17225402,"1"
"669",21,"201605",107,46,16067182,61,8044435,27395,9465463,"1"
"670",21,"201606",108,41,4480250,67,6979032,26828,13431430,"1"
"671",21,"201607",99,38,3201561,61,6273424,25953,16071347,"1"
"672",21,"201608",107,41,6946539,66,5388577,25386,16715141,"1"
"673",22,"201401",66,33,1859106,33,2387397,2471199,5196553,"1"
"674",22,"201402",42,19,725955,23,1778883,2851199,5274101,"1"
"675",22,"201403",53,26,1839468,27,1890405,4780945,5514310,"1"
"676",22,"201404",73,42,3070802,31,2045279,2854576,5607221,"1"
"677",22,"201405",54,27,1201034,27,1679239,2861576,4859736,"1"
"678",22,"201406",63,37,1278059,26,1670409,4715475,5354221,"1"
"679",22,"201407",67,38,2430944,29,1468967,3910699,5221311,"1"
"680",22,"201408",66,37,2110539,29,1279247,2898476,4381575,"1"
"681",22,"201409",75,48,2554994,27,1710472,2165969,3718574,"1"
"682",22,"201410",79,46,2672695,33,2686606,1810493,2811672,"1"
"683",22,"201411",65,37,2080451,28,1840187,1676246,2987737,"1"
"684",22,"201412",73,44,928444,29,2629292,2000235,3747437,"1"
"685",22,"201501",54,28,1374832,26,1592532,2903938,3564470,"1"
"686",22,"201502",66,39,2918961,27,1453172,1654279,3370176,"1"
"687",22,"201503",83,56,2517354,27,1788576,815401,3857537,"1"
"688",22,"201504",93,61,3219771,32,2669663,-27022,1443656,"1"
"689",22,"201505",75,52,1710286,23,1289294,-302782,740240,"1"
"690",22,"201506",67,40,1065453,27,1788376,-352550,1005641,"1"
"691",22,"201507",73,42,1528364,31,1542695,198635,1018425,"1"
"692",22,"201508",72,42,1828822,30,2168628,88223,3946637,"1"
"693",22,"201509",83,53,2834259,30,2273813,-403048,4012537,"1"
"694",22,"201510",69,40,2232328,29,2242678,-43393,1037703,"1"
